store_id,name,deadline_days,deadline_time,keywords,always_open,fixed_note,memo
rle_sl2,룸엘이스케이프 신림2호점,6,0:00,귀장고,,,https://www.roomlescape.com/
rle_sl3,룸엘이스케이프 신림3호점,6,0:00,"필터,FILTER",,,https://www.roomlescape.com/
rle_sl1,룸엘이스케이프 신림점,,,"METRO,메트로,악몽,트레저헌터,트레져헌터,아빠..어디가?",1,,https://naver.me/F2ZkG0hQ
rle_hd1,룸엘이스케이프 홍대1호점,6,0:00,"베니,퇴근길",,,https://www.roomlescape.com/
rex_bk,룸익스케이프 BLACK,6,0:00,"냥이점집,어느 구두쇠의 전시회장,트레저쉽:신화속의 존재,에이전트:노출된미션",,,https://naver.me/5T4A8qTG
rex_ib,룸익스케이프 INDIGO BLUE,7,22:00,"드림포스트,드포,플라이미투더문,플투문,DREAM POST,FLY ME TO THE MOON,홀리몰리몰몰몰,holymoleymoremoremole",,,https://naver.me/5PVFo2un
rex_ov,룸익스케이프 OLIVE,6,0:00,"져지:정의집행,JUDGE:정의집행,저지:정의집행,오즈:익시드드림",,,https://naver.me/GTnuWDRM
rex_wh,룸익스케이프 WHITE,6,0:00,"대저택레테:잠겨버린출구,신비로운호빗의집,23번째실험연구:알비노,비폴로17호:우주로의확장,마카오:꼭두각시광시곡",,,https://naver.me/xrSQmE4m
ra_gn,룸즈에이 강남점,7,0:00,"MEGA GAME,메가게임,메겜,SAVAGE,쎄비지,세비지,비틀배틀,BEETLEBATTLE,갤럭시하이프리스,갤하,GALAXY HYPRESS,33:DOOR RUN,33:도어런",,,https://naver.me/5bVsnofH
ra_sm,룸즈에이 광주상무점,,,"띵가띵가,이상한돈가스,뜻밖의여행,아이돌남친,그레이스호텔,커밍순,이소리저만들리나요?,전지적작가시점,멍사탕",1,,https://naver.me/xKEV9xUN
ra_gsw2,룸즈에이 광주수완2호점,,,"놈즈:더비기닝,THE LAST DANCE,더라스트댄스,아이언게이트프리즌,미스틱클럽",1,,https://naver.me/x4GumZ1y
ra_gsw,룸즈에이 광주수완점,,,"요정들의 술집,낭랑카페,히어로아카데미,뽀득뽀득,너와나의이야기,시크릿에이전트,방과후",1,,https://naver.me/5huXHZbj
ra_dsr2,룸즈에이 대구동성로2호점,15,0:00,"금나와라뚝딱,여우골,커밍순,띵가띵가,그레이스호텔,아이덴티티",,,https://naver.me/GzEYV9W9
ra_dsr,룸즈에이 대구동성로점,15,0:00,"뽀득뽀득,노블리스트,취중진담,반짝반짝,아이돌남친",,,https://naver.me/xcnUjHM7
ra_ds,룸즈에이 대전둔산점,,,"뜻밖의여행,신의여인들,시크릿에이전트,귀빈_손님대접,7DAYS,세븐데이즈,THINKABLE,띵커블,씽커블",1,,https://naver.me/Gq84QBmG
ra_eh,룸즈에이 대전은행점,,,"히어로아카데미,낭랑카페,안개꽃,기억술사",1,,https://naver.me/FlZnhH8u
ra_dhr,룸즈에이 대학로점,,,"시크릿에이전트,안개꽃,낭랑카페,행방불냥,GAINTIME,게인타임",1,,https://naver.me/5hu6ub84
ra_dsra,룸즈에이 동성로아카데미점,15,0:00,"필활,평화로운A마트,평화로운에이마트,우당탕탕,슬기로운지구생활,명부에점을찍으라",,,https://naver.me/5S9Qurwl
ra_np,룸즈에이 부산남포점,,,"제인하우스,안개꽃,행방불냥,시크릿에이전트,낭랑카페,초콜릿팩토리",1,,https://naver.me/FXwGCxVE
ra_psm,룸즈에이 부산서면점,15,0:00,"요정들의술집,히어로아카데미,프레임하이커,퍼펙트플랜,너와나의이야기,아직버리지못한지갑",,,https://naver.me/5xjpArFx
ra_bp2,룸즈에이 부평2호점,7,0:00,"1986,구룡,2002,주안,2025,ALEX,1982,그날의사진사,알렉스",,,https://naver.me/GbD3DUKL
ra_bp,룸즈에이 부평점,7,0:00,"아이언게이트프리즌,놈즈:더비기닝,미스틱클럽,THE LAST DANCE",,,https://naver.me/FRLvSLdJ
ra_sw2,룸즈에이 수원역2호점,14,0:00,"호텔 캘리포니아,귀빈_손님대접,슬기로운지구생활,평화로운A마트,평화로운에이마트",,,https://naver.me/5FmSgFOM
ra_sw,룸즈에이 수원역점,,,"필활,띵가띵가,전지적작가시점,우당탕탕",1,,https://naver.me/Gip4S99q
ra_ay,룸즈에이 안양범계점,,,"띵가띵가,뽀득뽀득,커밍순",1,,https://naver.me/FwjwOcMi
ra_ui,룸즈에이 의정부점,,,"이상한돈가스,뽀득뽀득,반짝반짝,낭랑카페,타임키퍼",1,,https://naver.me/FV7VxgkU
ra_lf,룸즈에이 일산 라페스타점,,,"행방불냥,낭랑카페,히어로아카데미,안개꽃",1,,https://naver.me/Fr7BJBEp
ra_wd,룸즈에이 일산 웨스턴돔점,,,"뽀득뽀득,반짝반짝,시크릿에이전트,이상한돈가스,타임키퍼",1,,https://naver.me/xcn4g3Tb
ra_ph,룸즈에이 포항점,15,0:00,"낭랑카페,너와나의이야기,안개꽃,시크릿에이전트",,,https://naver.me/53lJii2a
rec_hd,리얼 이스케이프 첼린지,,,"셜록:교수의비밀,아르바이트:과학자의속임수,큐피드:러브첼린지,구미호:호령마을미스테리,로스트:그남자의경고",1,,https://www.rec-escape.com/
lk_wd,링크월드,,,"우당탕바그,사하라바자,곤충커키우기,아템전,웁스리페어,뿌성뿌성,스틸에루사",1,,https://naver.me/xZj2P3wt
mk_kd,마스터키 건대점,7,0:00,"교생실습,D-DAY,디데이,DELIVER,딜리버",,,https://www.master-key.co.kr/'
mk_dgd,마스터키 궁동직영점,7,0:00,"MSI미제사건전담반,재심,MK빌딩을털어라:45C6,블랙룸,화이트룸",,,https://www.master-key.co.kr/'
mk_ay,마스터키 안양점,7,0:00,"데자뷰,운수좋은날,우주대미남,사랑과전쟁,레드럼",,,https://www.master-key.co.kr/'
mk_deh,마스터키 은행직영점,7,0:00,"그레이트월,편지,1990,대탈출2,REC",,,https://www.master-key.co.kr/'
mk_dt,마스터키프라임 동탄점,7,0:00,"우가우가,종이왕국,페이소스,인스톨",,,https://www.master-key.co.kr/'
mk_cj,마스터키프라임 청주점,7,0:00,"환생시험,#VOICE,샵보이스,자수성가,방과후13교시,이상한나라",,,https://www.master-key.co.kr/'
mk_hj,마스터키프라임 화정점,7,0:00,"시간여행자,현월,헬프미,싸움의기술:ZERO,B지하철13호선,묘몽",,,https://www.master-key.co.kr/'
mpw_js,머더파커 WOW 잠실점,,,"난그저여행만했을뿐인데..,G.A.S.A.,가사,파커랜드,아틀라스,ATLAS",1,,http://www.murderparker.com/
mpw_hd,머더파커 WOW 홍대점,,,"홈그라운드,HOME GROUND,선택받은자,하,HA",1,,http://www.murderparker.com/
mp_kd1,머더파커 건대1호점,,,"음대출신 김수학,파커4,우리꼰대진분홍,여행,꽁노리,어은꿈이진루다",1,,http://www.murderparker.com/
mp_gj,머더파커 광주점,,,"파커투,머더파커광주점의비밀,선물,포수장덕팔,한림축산",1,,http://www.murderparker.com/
mp_tg1,머더파커 대구1호점,,,"PC방가는길,괴짜중딩사차원,백,파커VS파커,파커대파커,8585세탁소",1,,http://www.murderparker.com/
mp_tg2,머더파커 대구2호점,,,"도레미용실,타겟,TARGET,사건의재구성",1,,http://www.murderparker.com/
mp_bs,머더파커 부산점,,,"레디,READY,도굴왕,액션,ACTION,사라진보물2056,잭,JACK",1,,http://www.murderparker.com/
mp_ys,머더파커 양산점,,,"머더파커분노의살인,엘리스사라진아이,유코사스미치밀한복수,오씨네장난감가게,언타이틀,UNTITLE",1,,http://www.murderparker.com/
mp_is,머더파커 익산점,,,"파커:끝없는이야기,전기:사라진아이들,5DH GAME,심신무역",1,,http://www.murderparker.com/
mp_js,머더파커 잠실점,,,"집으로가자야호!,두목이스케이프,정육각형",1,,http://www.murderparker.com/
mp_jj1,머더파커 전주1호점,,,"머더파커분노의살인,내이름지배만,일주,ONE WEEK",1,,http://www.murderparker.com/
mp_jj2,머더파커 전주2호점 어드벤처,,,"스모커,NEW토니파커숨겨진과거,목격자들,인턴사원의 크리스마스생존기",1,,http://www.murderparker.com/
mp_jj3,머더파커 전주3호점 E.T,,,"제임스 완벽한도피,박엠마엄마의향기,김파커 끝없는복수,박마담의 비밀클럽,전당포 불편한거래",1,,http://www.murderparker.com/
mp_hd1,머더파커 홍대1호점,,,"구둣방손님,밴드의탄생,주마등,칠칠,77,엠,M",1,,http://www.murderparker.com/
mt_sw,메타이스케이프,6,0:00,"무저갱:사라진사람들,에버드림,EVERDREAM,TOZ,투제트,아케이드맨",,,https://xn--h32b25mu4dba377gzscs2k.com/
mrj_kn,명란젓코난,,,"내월급을찾아라!,마녀의레시피,수상한상점,폐쇄병동,꿈속의방",1,,https://naver.me/55rSCU6z
my_dam,미스터리 담,,,백석담,1,배우 스케쥴에 따라 랜덤하게 열립니다.,https://naver.me/GHYC5cqn
mre_gn,미스터리 룸 이스케이프 강남점,,,"인형괴담,개인병원의비밀,영혼의편지,소서러,사라진왕관,강인괴",1,,http://www.mysteryroomescape-gn.com/
mre_hd2,미스터리 룸 이스케이프 홍대2호점,,,"쇼생크탈출,스파이게임1945,THE BOOK_소설책속남자,쏘우-0KG",1,,https://naver.me/GRo4wuZj
esc_hus,방탈출 이스케이프 하우스,,,"살인호텔,임파서블,미드나이트,사라진목소리,3인의저주",1,,http://www.escapehouse.co.kr/
es_rbh,방탈출 토끼굴,7,23:00,"두껍아두껍아헌집줄게새집다오,두꺼비,행운만물상,행만이",,,https://www.rabbitholeescape.co.kr/
d_doo,"방탈출, 둡두",,,"마지막화,라스트에피소드,THE LAST EPISODE,카르마,KARMA,행복을드림니다,둡두의정석,노이즈,NOISE,아이디어,IDEA",1,,https://naver.me/5LHs4CxM
mi_ro,방탈출미로,,,"PINO,피노,무속인살인사건,호텔:사라진다이아몬드,프로젝트:노아,연:그날의기억",1,,https://naver.me/5S9QxwaA
bs_td,버스티드,14,0:00,"그림도찾아주나요?,THE END,디엔드,경성,탐정B:브레인헌터의진실,러브러브퀴즈동아리,러퀴동,러러퀴",,,https://busted.kr/
bo_hd,브레이크아웃 이스케이프 홍대점,,,"호커스1-마술사의방,호커스2-비밀의방,수상한한의원,최후의낙원,서리브럼",1,,https://naver.me/513Nmxz7
sfr_hd,비밀의 숲 홍대점,,,"어비스,드림레일,오버킬,베스트셀러,OVERKILL,BESTSELLER,리플레이",1,,https://naver.me/xl0DAxwU
sg_kd,비밀의 화원 건대점,,,"안녕,우리의전사랑,비밀의선물,레드림컴퍼니,우끼끼,핑크슈즈",1,,https://www.secretgardenescape.com/
sg_gj,비밀의 화원 광주점,,,"무고,리비도,스토커,새벽베이커리,비밀의가족,라스트잡,LOVE BLOSSOM,러브블로썸",1,,https://www.secretgardenescape.com/
sg_dhr,비밀의 화원 대학로점,,,"비밀의모험,슈퍼플레이어:PLAYER1,플레이어1,엑스튜브,대감댁변씨,나이스",1,,https://www.secretgardenescape.com/
sg_dsr,비밀의 화원 동성로점,,,"리비도,대X9탈출,대구탈출,대9탈출,대대대대대대대대대탈출,안녕,비밀의선물,대감댁변씨,영웅을찾아서,향수2019",1,,https://www.secretgardenescape.com/
sg_hj,비밀의 화원 미드나잇 합정점,6,0:00,"비밀의가족,파리82,팩토리엠,기다려금방갈게",,,https://www.secretgardenescape.com/
sg_sm,비밀의 화원 서면점,,,"아뜰리에,비밀의화원,연애학개론,컬러즈,블라인드,베이비레이스,슈퍼엔지니어",1,,https://www.secretgardenescape.com/
sg_hh,비밀의 화원 시네마틱 혜화점,6,0:00,"H.E.L.L.P,HELLP,헬프,달:기억의조각,딜레마,도망자여씨,삼남매이씨",,,https://www.secretgardenescape.com/
sg_jj,비밀의 화원 전주점,,,"달:기억의조각,사춘기,담력학원",1,,https://www.secretgardenescape.com/
sg_fkd,비밀의 화원 포레스트건대점,,,"미씽스노우맨,더데이,새벽베이커리,라스트잡",1,,https://www.secretgardenescape.com/
bp_gd1,비트포비아 강남던전,6,16:00,"강남목욕탕,강목,대호시장살인사건,마음을그려드립니다,마그다,로스트킹덤,잊혀진전설,로킹1",,,https://xdungeon.net/
bp_gd2,비트포비아 강남던전2,6,17:00,"로스트킹덤2,로킹2,대탐험의시작,메이데이,MAYDAY",,,https://xdungeon.net/
bp_101,비트포비아 던전101,6,14:00,"화생설화,MST엔터테인먼트,엠에스티,렛츠플레이투게더,렛플투,LET'S PLAY TOGETHER,전래동 자살사건",,,https://xdungeon.net/
bp_dl,비트포비아 던전루나,6,18:00,"검은 운명의 밤,3일",,,https://xdungeon.net/
bp_ds,비트포비아 던전스텔라,6,19:00,"데스티니 앤드 타로,데앤타,데타로,향,TIENTANG CITY,티엔탕시티",,,https://xdungeon.net/
bp_md,비트포비아 명동점,6,0:00,"오늘밤 주인공은 나야나,기억의틈,도깨비2,드러건,배신의씨앗:의심",,,https://www.xphobia.net/
bp_sd,비트포비아 서면던전,6,20:00,"오늘나는,날씨의신,꿈의공장,꿈공,날신",,,https://xdungeon.net/
bp_sdr,비트포비아 서면던전 레드,6,21:00,"어느수집가의집,AMEN,아멘,고시원살인사건,당감동정육점,부적,산장으로의초대",,,https://xdungeon.net/
bp_hd1,비트포비아 홍대던전,6,13:00,"사라진보물:대저택의비밀,날씨의신,날신,꿈의공장,꿈공,오늘나는",,,https://xdungeon.net/
bp_hd3,비트포비아 홍대던전3,6,15:00,"그달동네,이미지세탁소,이세소,ANDIMETE,앤아멧이,경성연쇄실종사건",,,https://xdungeon.net/
sm_gj,상상의 문 광주점,6,0:00,"영결식,시크릿왕국의스캔들,호러맨스,서울만가면된다,TITAN:전쟁의경계",,,https://xn--z92b74ha268d.com/
sm_dhr,상상의 문 대학로점,6,0:00,"나이트워크,스포일러,경찰과도둑,경도",,,https://xn--z92b74ha268d.com/
sm_bp,상상의 문 부평점,6,0:00,"쇼쿠진,420번지,흑신소,행복목욕탕,행목",,,https://xn--z92b74ha268d.com/
sm_bs,상상의 문 분당서현점,6,0:00,"시크릿왕국의스캔들,시왕스,HERE I AM,히얼아이엠,몽염:도망칠 수 없는꿈,역만,셔플월드,전당포조필두",,,https://xn--z92b74ha268d.com/
sm_sw2,상상의 문 수원2호점,6,0:00,"알케이드빌리지,OK CUT,OK컷,오케이컷,성지기숙학원:특수교정반,낙화:떨어지는꽃,춘화각:피할수없는저주,HINDSIGHT,하인드사이트",,,https://xn--z92b74ha268d.com/
sm_sw1,상상의 문 수원점,6,0:00,"직박구리:남친탐구생활,DKDK컴퍼니,복도끝,혼숨,영안실,퍼펫쇼",,,https://xn--z92b74ha268d.com/
ser_dsr,서울이스케이프룸 대구동성로점,14,0:00,"카지노,팩토리,엘리베이터,파킹랏,춘단화,오모테나시,만찬,접견",,,https://www.seoul-escape.com/
ser_sm,서울이스케이프룸 부산서면점,14,0:00,"죽음을부르는재즈바,죽재바,유러피안스파이,회장님의서재,알카트라즈지하감옥,404호살인사건",,,https://www.seoul-escape.com/
ser_bp,서울이스케이프룸 부평점,14,0:00,"죽음을부르는재즈바,죽재바,유러피안스파이,회장님의서재,알카트라즈지하감옥,404호살인사건",,,https://www.seoul-escape.com/
ser_hd,서울이스케이프룸 홍대점,14,0:00,"OSIRIS,오시리스",,,https://www.seoul-escape.com/
sh_gr,셜록홈즈 구리점,,,"혼:원혼의저주,호텔:사라진다이아몬드,무속인살인사건,미녀와야수,반고흐의방",1,,https://sherlock-holmes.co.kr/
sh_gw,셜록홈즈 구월인천점,,,"파란지붕집,좀비여친,던전을부탁해,사라민,지옥의라이더,호텔:사라진다이아몬드",1,,https://sherlock-holmes.co.kr/
sh_gs,셜록홈즈 군산수송점 (T.A),,,"호환마마,쉘터,암영귀,YOLO카페,욜로카페,TEACHER,티쳐",1,,https://sherlock-holmes.co.kr/
sh_gp,셜록홈즈 김포구래점 (T.A),,,"셜록홈즈와 탈출의방,락인블랙_13번째시간을털어라,살롱,미스터레이크도서관,도둑들_경찰서를 털어라",1,,https://sherlock-holmes.co.kr/
sh_nrj,셜록홈즈 노량진점,,,"반하셨군요?,중고로운평화나라,어린왕자,빛과그림자:화이트의죽음2",1,,https://sherlock-holmes.co.kr/
sh_nw,셜록홈즈 노원점,,,"황금감옥:와캄,지프리트의심장,파라오의심판,스토커,미녀와야수2,도둑들",1,,https://sherlock-holmes.co.kr/
sh_nbc,셜록홈즈 뉴부천점,,,"MADEON,마데온,XIAMEN,샤먼,HOUNDRED,하운드레드,CRACK,크랙,월간오컬트:폐간호,귀가",1,,https://sherlock-holmes.co.kr/
sh_ay,셜록홈즈 뉴안양점,,,"웨딩크루즈살인사건-2탄,파란지붕집,파노라마,중고로운평화나라,노량진고시생의사랑-여자편",1,,https://sherlock-holmes.co.kr/
sh_dsr,셜록홈즈 대구동성로점,,,"단잠,랑슈뷰티연구소,황금감옥:와캄,지프리트의 심장",1,,https://sherlock-holmes.co.kr/
sh_dj,셜록홈즈 대전은행점 (T.A),,,"리버스1부-결과,리버스2부-되감기,어느날알바를마치고집에왔는데돈도없고밥도없고공모전엔또떨어져서진짜답도없고있는게아무것도없네하고감성에젖다가자려고했는데갑자기모니터에서…",1,,https://sherlock-holmes.co.kr/
sh_dhr,셜록홈즈 대학로점,,,"미녀와야수,드림 인베이더,혼:원혼의저주,무속인살인사건,위험한레시피",1,,https://sherlock-holmes.co.kr/
sh_dt,셜록홈즈 동탄점,,,"귀신이산다,거짓말,던전을부탁해,호텔:사라진다이아몬드,지옥의배달부,좀비여친",1,,https://sherlock-holmes.co.kr/
sh_ms,셜록홈즈 미사점 (T.A),,,"요상한저택의비밀다락방,다이스,셜록곰즈,별별별 아카데미-별의 시험",1,,https://sherlock-holmes.co.kr/
sh_art,셜록홈즈 부산 아트몰링 (T.A),,,"95,골드워쳐,우당탕해결사무소,오버드라이브,시간의회랑",1,,https://sherlock-holmes.co.kr/
sh_gj,셜록홈즈 부산기장정관점,,,"트라이앵글,유품정리사",1,,https://naver.me/5WOKedk7
sh_bc,셜록홈즈 부천중동점 (T.A),,,"트레이드,SOON TO BE,순투비,DREAM THEATER,드림시어터,행운의 배달부 루시",1,,https://sherlock-holmes.co.kr/
sh_bp2,셜록홈즈 부평2호점,,,"스탕달신드롬,RE:PEAT,리피트,데스게임:벼랑끝에 선 자들,프로젝트루나,꿈사탕",1,,https://sherlock-holmes.co.kr/
sh_bp,셜록홈즈 부평점,,,"펜타킬,나쁜놈나쁜놈나쁜놈,이상한나라의초대,수상한형제들,혼:원혼의저주,지하감옥",1,,https://sherlock-holmes.co.kr/
sh_yt,셜록홈즈 분당야탑점,,,"빛과그림자:화이트의죽음2,무속인살인사건,반고흐의방,도둑들-문제도둑,혼:원혼의저주",1,,https://sherlock-holmes.co.kr/
sh_sh,셜록홈즈 서현점,,,"MOLAQ:성밖이야기,몰락,BELOW:성안이야기,비로우,대영어시대,어데하씬교?,디스트로이드",1,,https://sherlock-holmes.co.kr/
sh_sswu,셜록홈즈 성신여대점,,,"호텔:사라진다이아몬드,크라임씬,보헤미아왕국의스캔들,빛과그림자:화이트의죽음2",1,,https://sherlock-holmes.co.kr/
sh_sd,셜록홈즈 송도트리플점 (T.A),,,"쉿!,피의제물바라지,회사원,CLUB 데쓰포우,납치,절대로 클릭금지,학교괴담_삼거리고등학교의 비밀",1,,https://sherlock-holmes.co.kr/
sh_sw,셜록홈즈 수원역점 (T.A),,,"1980 레트로게임룸,세계날씨본부,인형의집,발사까지59분59초,022,괴담수집가_김민지괴담,유작",1,,https://sherlock-holmes.co.kr/
sh_ig,셜록홈즈 수원인계점 (T.A),,,"아트마와위대한유산,무제,그는남쪽을꿈꾸지않았다,WHO ARE U?,후아유,라이트랠리,기담,ATOY,어토이",1,,https://sherlock-holmes.co.kr/
sh_sj,셜록홈즈 수지구청점 (T.A),,,"호텔더게임,투더제로,7개의죄,스테이호디에,체이서VS체이서",1,,https://sherlock-holmes.co.kr/
sh_as,셜록홈즈 아산점,,,"귀로여관,노룸,악마를보았다,대마법사오셀로,말못해",1,,https://sherlock-holmes.co.kr/
sh_bg,셜록홈즈 안양범계점 (T.A),14,0:00,"버튼을누르세요,PLAYORDIE,플레이OR다이,플레이다이,1111,우리,나는야천재테러리스트,햄즈살찌우기,GUESS WHO KNOCK KNOCK,게스후낙낙,게스후녹녹",,,https://sherlock-holmes.co.kr/
sh_ys,셜록홈즈 여수점,,,"전기톱살인사건,빛과그림자:화이트의죽음2,이상한나라의초대,할머니는마법사,크라임씬,무속인살인사건,파라오의심판",1,,https://sherlock-holmes.co.kr/
sh_yb,셜록홈즈 용인역북점 (T.A),,,"패치워크,여행,여립,그날밤,히어,he(a)r(e,patchwork",1,,https://sherlock-holmes.co.kr/
sh_db,셜록홈즈 용인동백점 (T.A),,,"방탈출오락실,THE GOTH:마녀시험,돈에돈돈,다우트,헨젤,그레텔,뮤직팩토리,디핵스",1,,https://sherlock-holmes.co.kr/
sh_wj,셜록홈즈 원주점 (T.A),,,"RED&WHITE,레드앤화이트,레드&화이트,레드화이트,홍연,시간관리국,경성,추적",1,,https://sherlock-holmes.co.kr/
sh_ujb,셜록홈즈 의정부점,,,"미녀와야수,WISH,강령술,SECURITY,야간경비근무,실종",1,,https://sherlock-holmes.co.kr/
sh_jssn,셜록홈즈 잠실새내점 (T.A),14,0:00,"아내,유하린37세,끝…그리고,도망친곳에낙원은없다",,,https://sherlock-holmes.co.kr/
sh_js,셜록홈즈 잠실점,,,"빛과그림자,무속인살인사건,위험한레시피,웨딩크루즈살인사건,산속의여인,학교괴담_태훈이의죽음,미대교수의비밀",1,,https://sherlock-holmes.co.kr/
sh_jg,셜록홈즈 종각점,,,"숙제,죽음의신,빛과 그림자:화이트의죽음2,호텔:사라진다이아몬드,프로젝트:노아",1,,https://sherlock-holmes.co.kr/
sh_ca1,셜록홈즈 천안1호점,,,"무속인살인사건,이상한나라의초대,찰리와늠름한(?)바나나공장,호텔:사라진다이아몬드,마법사의세계",1,,https://sherlock-holmes.co.kr/
sh_ca2,셜록홈즈 천안2호점,,,"미즈몰리아와수수께끼의책,TIED,타이드,인생은실전이다종만아,인실종,던전:비밀의문",1,,https://sherlock-holmes.co.kr/
sh_cj,셜록홈즈 청주점,,,"반고흐의방,빛과그림자:화이트의죽음2,도둑들,무속인살인사건,크라임씬",1,,https://sherlock-holmes.co.kr/
sh_pt,셜록홈즈 평택점,,,"지옥의배달부,도둑들,혼:원혼의저주,미녀와야수,반고흐의방",1,,https://sherlock-holmes.co.kr/
swj_sw,소우주,6,0:00,"풀문,도고,마지막유산,영포에버,방과후추리반,여고생살인사건,여고생실종사건,SPIN-OFF,스핀오프",,,http://sowoojoo-escape.com/
swj_ig,소우주 인계갤러리점,6,13:00,시간의균열,,,https://naver.me/5YSvb8vM
sv_kd1,솔버 1호점,,,"LUCID DREAM,루시드드림,자각몽,COLD CASE,콜드케이스,미제사건,THE CAGE,더케이지",1,,http://solver-gd.com/
sv_kd2,솔버 2호점,,,"DEAR MARSY,디어마르시,디마,이층복도끝화장실,이복화,무채색인간",1,,http://solver-gd.com/
sr_hd,쇼룸 404,13,0:00,"한라아파트4동404호,유튜버매화선녀,PIG,피그,꼬치진다,블랙홀",,,https://showroom404.com/
sw_lab,수원방탈출연구소,7,0:00,"귀신탐지기,마녀의밤,마밤,귀탐,dear teddy bear,디어테디베어,라이프케어센터,LIFECARECENTER",,,https://naver.me/GCvjk8Um
he_gj2,숨바꼭질 2호점,,,"무죄2,명당,재개발구역:관계자외출입금지,호렵:범의탈을 쓴 여우",1,매주 일요일 13:00 2주 뒤(8일 뒤) 월~일 예약 오픈,https://naver.me/F16XN84H
he_gj3,숨바꼭질 3호점,,,종결사건,1,매주 수요일 14:50 다음주 월~일 예약 오픈,https://naver.me/5mIHh0h3
he_gj3,숨바꼭질 3호점,,,비공개모드,1,매주 수요일 14:55 다음주 월~일 예약오픈,https://naver.me/5mIHh0h3
he_gj,숨바꼭질 광주동구점,8,0:00,"꽃배,무죄_탈옥하려면협력하라,인연_우린인연이아니었을까?,손님_저택그곳은",,,https://hideescape.com/
str_mk,스토리메이커스,,,"N,엔",1,,https://naver.me/FCrTZq6Q
sp_es,스피키지,13,0:00,"급X,급똥,올림픽시즌2,1988",,,https://speakeasyescape.co.kr/
gt_gj,시간의 문 광주점,10,0:00,"DKDK,쇼쿠진,CHASER:한마음폐공장,혼숨,HERE I AM,히얼아이엠,직박구리:남친탐구생활,영안실,복도끝:못다한이야기,이건계획에없었는디?",,,https://naver.me/xzxwgnk1
gt_dsr,시간의 문 대구동성로점,10,0:00,"CHASER:한마음폐공장,영안실,시크릿왕국의스캔들,시왕스,혼숨:리마스터,복도끝:못다한이야기",,,https://naver.me/5jJTmSwX
sgn_grs,시그널헌터 가로수길점,,,"젠틀맨뱅크,신사정육점,원상복귀,엑소시즘인신사",1,,https://naver.me/Gn03JT5Z
sgn_sw,시그널헌터 광교중앙점,10,0:00,"G.GALLARY,G.갤러리,지갤러리,서대문형무소,추적자:그남자의방,쥬라기프로젝트,THE MUMMY:시작,더머미",,,https://naver.me/xOdZirOH
sgn_dt,시그널헌터 동탄점,,,"THE MUMMY,더머미,증발,인생극장,엑스파일,X-FILE,닥터좀비,DOCTOR ZOMBIE",1,,https://naver.me/x7jdGdAZ
cc_hd,시크릿코드 홍대점,,,"백마교의최후,제페토,독립군,조난자들,미션",1,,http://www.s-code.co.kr/
sc_ppl,신촌퍼플릭,7,0:00,"SCENE404,NOTFOUND,씬404,인투더와일드,그도그럴것이다",,,https://naver.me/xJGs1P63'
se_gn,싸인이스케이프 강남시티점,6,0:00,"러너웨이,머스트,RUNAWAY,MUST,EXPRESS,익스프레스",,,http://www.signescape.com/
se_ss,싸인이스케이프 상수점,7,0:00,원티드,,,http://www.signescape.com/main.html
se_sw,싸인이스케이프 성대역점,,,"자멜신부의비밀,각성,AWAKENING,고시텔,3층,DEPRESSION,우울증,INTERN,인턴",1,,http://www.signescape.com/
se_hd,싸인이스케이프 홍대점,10,0:00,"거상,졸업,하이팜",,,http://www.signescape.com/
epsd_gn,에피소드 방탈출 강남점,,,"귀문기담,메아리,그래서님몇방?그님몇",1,,https://naver.me/GJTSSEZr
epsd_sh,에피소드 방탈출 분당점,,,"소녀괴담,파파라치,이레이저,럭키가이,데이드림",,,https://naver.me/G65wsmnX
ep_lg,에필로그,6,0:00,"MONDAY NIGHT,먼데이나이트,STAGE,스테이지,다섯번째밤,메모리,MEMORY",,,https://epilogueescape.com/
ed_gn,엑소더스 강남점,,,"CLAIM,클레임,WISH,위시",1,,https://exodusescape.co.kr/
xcp_gn,엑스케이프 강남점,15,0:00,,,,https://xcape.kr/gn
xcp_kd,엑스케이프 건대점,15,0:00,"짜불성설,이도공간,501동사람들,숨바꼭질",,,https://xcape.kr/xc
xcp_sw,엑스케이프 수원점,15,0:00,"인지상점,기묘한날개짓,제물의밤,501동사람들,숨바꼭질",,,https://xcape.kr/sw
xcp_hd,엑스케이프 홍대점,20,0:00,"녹,THE RUST,더다이스룸,THE DICE ROOM,고요의기지,BASE OF TRANQUILITY,그남자 그여자,THE LOVE STORY,육식주의자,THE CARNIVALIST,버지니아 란제리샵,VIRGINIA LINGERIE SHOP",,,http://xcapehd.co.kr/
xcr_kd,엑스크라임 건대점,15,0:00,,,,https://xcape.kr/xr
etp_d,엔터팟 1호점,,,비공식수사,1,매월 1일 18:00 1일~말일 예약 오픈,https://naver.me/GQ1MvYQo
ohp_gn,오늘의 한 페이지,7,22:00,"버디,BUDDY,용하다,용해!용팔도령",,,https://naver.me/xDJhQDFm
otv_dsr,오렌지티비 대구동성로점,6,0:00,"돈마니,화동래전,구해줘홈즈,더레이븐:복수의시작,무드셀라,라면왕,1672,에그머니나!,심판,유토피아,리버사이드 호텔 살인사건,광수대",,,http://xn--sm2bu7i08gwyd91o.com/
